6757.23,8686.89
7093.87,7747.33
6381.59,7201.75
6310.02,6680.66
6083.22,6349.6
5803.62,6171.1
5528.07,6009.12
5556.76,5850.32
5268.78,5671.99
5314.76,5513.28
5278.41,5383.08
5169.33,5338.43
5074.21,5253.03
4951.71,5137.04
4978.85,5086.59
4900.84,5032.02
4745.9,4939.5
4585.85,4855.37
4565.91,4774.74
4518.34,4663.95
4462.09,4565.51
4362.1,4555.19
4426.99,4497.19
4340.63,4448.16
4329.23,4376.64
4237.68,4329.64
4196.49,4281.97
4146.36,4242.52
4160.61,4205.06
4149.28,4198.58
4168.9,4187.88
4168.9,4178.85
4071.04,4174.36
4168.9,4168.9
4076.12,4167.96
4108.38,4167.16
4117.97,4149.98
4047.58,4117.68
4117.97,4125.22
4106.57,4117.86
4117.97,4117.97
4117.97,4120.3
4117.97,4117.97
3952.3,4114.7
3966.18,4074.45
3895.85,4012.38
3847.99,3982.92
3859.49,3931.95
3847.99,3946.79
3897.35,3990.91
3897.35,3932.03
3890.26,3897.19
3888.46,3895.29
3863.03,3890.39
3853.01,3887.24
3868.51,3881.24
3881.37,3881.37
3881.37,3881.37
3879.9,3881.35
3881.37,3881.37
3843.28,3880.76
3859.1,3870.5
3788.71,3858.29
3846.79,3875.38
3848.24,3848.3
3829.61,3848.05
3847.88,3853.59
3848.24,3848.24
3848.24,3848.24
3846.78,3848.23
3848.24,3848.54
3798.17,3847.74
3829.45,3849.48
3824.6,3839.78
3810.82,3829.26
3810.11,3829.25
3796.26,3845.3
3823.06,3830.89
3821.18,3824.18
3804.43,3823.58
3751.55,3829.09
3775,3947.17
3792.74,3835.25
3737.51,3797.85
3698,3803.02
3713.46,3749.91
3612.13,3726.65
3727.81,3731.5
3656.3,3731.88
3612.13,3726.65
3723.48,3727.77
3566.01,3734.19
3727.81,3729.12
3727.81,3735.31
3727.81,3727.81
3727.81,3730.01
3718.1,3727.71
3727.81,3727.81
3566.01,3726.19
3714.63,3728.3
3717.21,3727.34
3655.24,3728.51
3716.15,3726.65
3726.75,3726.75
3656.36,3725.97
3719.42,3734.12
3719.42,3719.93
3710.2,3719.21
3627.77,3714.31
3690.11,3709.34
3700.36,3708.66
3708.74,3708.74
3626.31,3707.11
3619.72,3675.73
3551.13,3637.17
3598.05,3626.09
3520.18,3606.53
3607.4,3609.87
3588.19,3607.17
3588.77,3618.44
3599.25,3613.55
3599.25,3599.25
3580.03,3599.05
3452.35,3597.58
3560.75,3593.46
3580.03,3580.03
3580.03,3581.89
3547.77,3583
3466.64,3588.38
3535.64,3567.03
3535.64,3550.87
3535.64,3535.64
3535.64,3535.64
3535.64,3536.97
3388.75,3534.17
3535.64,3535.64
3535.64,3537.38
3535.64,3538.68
3535.64,3536.26
3535.64,3535.64
3388.75,3539.52
3535.64,3535.86
3535.64,3535.64
3535.64,3535.64
3535.64,3535.95
3535.64,3535.64
3535.64,3535.64
3532.56,3539.97
3426.6,3538.05
3535.64,3535.64
3535.64,3535.64
3489.16,3535.18
3388.75,3540.17
3482.86,3535.12
3388.75,3534.17
3535.64,3535.64
3535.64,3535.64
3388.75,3535.57
3506.25,3535.35
3535.64,3535.64
3422.25,3534.51
3535.64,3535.64
3535.64,3535.64
3482.86,3535.12
3489.16,3535.89
3251.15,3556.47
3191.33,3332.91
3191.33,3227.81
3191.33,3193.28
3191.33,3196.16
3191.33,3200.07
3191.33,3191.33
3191.33,3191.33
3191.33,3196.13
3191.33,3191.33
3191.33,3191.33
3191.33,3210.17
3191.33,3191.33
3191.33,3191.33
3191.33,3191.33
3191.33,3191.37
3191.33,3191.33
3191.33,3192.05
3191.33,3202.62
3191.33,3192.51
3179.72,3191.22
3191.33,3191.33
3191.33,3191.33
3191.33,3194.5
3179.72,3191.72
3191.33,3191.33
3191.33,3191.33
3191.33,3191.33
3191.33,3193.04
3191.33,3191.33
3191.33,3191.33
3191.33,3191.33
3191.33,3192.91
3191.33,3191.33
3191.33,3196.29
3191.33,3191.33
3144.85,3190.87
3191.33,3191.33
3191.33,3192.19
3191.33,3195.85
3188.25,3191.3
3191.33,3197.16
3191.33,3191.33
3191.33,3193.55
3191.33,3191.33
3191.33,3191.33
3144.85,3190.72
3179.72,3193.91
3176.63,3183.8
3133.23,3177.86
3176.63,3176.63
3130.15,3178.97
3176.63,3176.63
3176.63,3176.63
3176.63,3181.58
3176.63,3183.06
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3178.55
3176.63,3176.63
3176.63,3183.85
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.9
3176.63,3176.63
3176.63,3178.31
3176.63,3189.75
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3130.15,3179.92
3176.63,3176.63
3176.63,3176.63
3176.63,3183.46
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3177.54
3176.63,3178.1
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3178.64
3176.63,3176.63
3176.63,3181.58
3176.63,3182.62
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3130.15,3176.17
3176.63,3186.53
3176.63,3176.63
3176.63,3179.33
3176.63,3177.39
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3130.15,3181.28
3176.63,3176.63
3176.63,3182.52
3176.63,3176.63
3176.63,3184.38
3176.63,3180.27
3176.63,3177.77
3176.63,3176.63
3176.63,3178.21
3176.63,3176.74
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3177.78
3176.63,3178.57
3176.63,3181.01
3176.63,3177.21
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3180.13
3176.63,3176.63
3130.15,3176.17
3176.63,3179.42
3176.63,3176.63
3176.63,3178.71
3176.63,3176.63
3176.63,3178.51
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3176.63,3183.52
3176.63,3176.63
3176.63,3176.63
3176.63,3176.63
3130.15,3176.17
3176.63,3176.63
3176.63,3176.73
3176.63,3176.63
3176.63,3176.63
