           1   -0.311296   -0.311296           0
           2     0.14178   -0.084758    0.160187
           3   -0.077472  -0.0823293    0.106809
           4    0.232738  -0.0035625    0.105216
           5   -0.444936  -0.0918372    0.115408
           6   -0.131518  -0.0984507   0.0963624
           7    0.160626  -0.0614397   0.0894219
           8   -0.387558   -0.102205   0.0870413
           9    0.066074  -0.0835069   0.0793529
          10   -0.359316   -0.111088   0.0760599
          11   -0.467762   -0.143513   0.0757422
          12    0.074128   -0.125376   0.0715689
          13    0.055862   -0.111435   0.0674078
          14   -0.341904   -0.127897   0.0645718
          15    0.062506   -0.115203    0.061502
          16    0.652606  -0.0672151   0.0740499
          17   -0.453906  -0.0899616   0.0731042
          18   -0.008538  -0.0854381   0.0691827
          19   -0.224296  -0.0927464   0.0659264
          20   -0.013986  -0.0888084   0.0627476
           1     0.22956     0.22956           0
           2    0.024698    0.127129   0.0724297
           3   -0.105112   0.0497153   0.0795414
           4   -0.061786     0.02184   0.0643554
           5    0.198312   0.0571344    0.060392
           6     0.00784   0.0489187   0.0508824
           7   -0.166352   0.0181657   0.0520843
           8   -0.078356   0.0061005   0.0469504
           9   -0.017912  0.00343244   0.0418094
          10    0.034562   0.0065454   0.0377442
          11   -0.019158  0.00420873   0.0343852
          12    -0.00061  0.00380717   0.0315221
          13   -0.042714 0.000228615   0.0292997
          14    0.133708  0.00976286   0.0287163
          15   -0.064546  0.00480893   0.0272258
          16   -0.017236  0.00343113    0.025559
          17   -0.145026 -0.00530165   0.0255038
          18   -0.001846 -0.00510967   0.0240877
          19    -0.19565  -0.0151381   0.0248198
          20    0.008068  -0.0139778   0.0236059
           1    -0.05107    -0.05107           0
           2    0.036104   -0.007483   0.0308207
           3    0.020096     0.00171   0.0218752
           4   -0.077546   -0.018104   0.0237406
           5    -0.07532  -0.0295472   0.0215748
           6    0.073612   -0.012354   0.0238659
           7   -0.014766  -0.0126986    0.020459
           8   -0.026774   -0.014458   0.0179771
           9    0.068204 -0.00527333   0.0181751
          10   -0.054506  -0.0101966   0.0170113
          11    -0.01782  -0.0108896    0.015479
          12   -0.081874   -0.016805   0.0152776
          13    0.024582  -0.0136214   0.0144303
          14   -0.028936  -0.0147153    0.013441
          15    0.063276 -0.00951587   0.0135132
          16   -0.003112 -0.00911563   0.0126745
          17    0.000866 -0.00852847   0.0119426
          18   -0.027356 -0.00957444   0.0113248
          19   -0.015812 -0.00990274   0.0107335
          20   -0.013274  -0.0100713   0.0101982
           1    0.035448    0.035448           0
           2   -0.038852   -0.001702    0.026269
           3   -0.029948  -0.0111173   0.0191257
           4    0.024212   -0.002285   0.0162563
           5    0.070418   0.0122556   0.0183922
           6     -0.0374  0.00397967   0.0170877
           7   -0.004964    0.002702   0.0146943
           8      0.0033  0.00277675   0.0128577
           9    0.002448  0.00274022   0.0114291
          10     0.05303   0.0077692   0.0113387
          11   -0.005802  0.00653545   0.0103748
          12    0.023338  0.00793567   0.0096043
          13    -0.01597  0.00609677  0.00903984
          14    0.003366  0.00590171  0.00839624
          15   -0.028248  0.00362507   0.0081393
          16    -0.01654  0.00236475  0.00772755
          17    0.027444     0.00384  0.00741247
          18    0.047934  0.00628967  0.00739438
          19   -0.003346  0.00578253  0.00702257
          20    0.070298   0.0090083  0.00737519
           1   -0.043152   -0.043152           0
           2   -0.017678   -0.030415  0.00900642
           3     0.00973  -0.0170333   0.0124672
           4    0.001392   -0.012427   0.0101658
           5    0.010324  -0.0078768  0.00909414
           6    -0.03221  -0.0119323  0.00843439
           7    -0.01402  -0.0122306  0.00723475
           8    0.022706  -0.0078635  0.00753402
           9   -0.035118  -0.0108918  0.00728011
          10   -0.005924   -0.010395  0.00656903
          11    0.026056 -0.00708127  0.00675614
          12    0.018924 -0.00491417  0.00653145
          13   -0.026868 -0.00660292  0.00624354
          14    0.003174 -0.00590457   0.0058365
          15    0.008718 -0.00492973  0.00552821
          16   -0.015586 -0.00559575  0.00522266
          17   -0.032674 -0.00718859  0.00515262
          18    0.014156 -0.00600278  0.00500095
          19    -4.6e-05 -0.00568926  0.00474756
          20    0.027462  -0.0040317  0.00479081
           1    0.006756    0.006756           0
           2    0.015984     0.01137  0.00326259
           3   -0.018634  0.00136867  0.00845076
           4    0.001658    0.001441  0.00633838
           5   -0.019348  -0.0027168  0.00628823
           6    0.030236  0.00277533   0.0072523
           7    -0.02402 -0.00105257  0.00715552
           8    0.010198  0.00035375  0.00639779
           9    -0.00212 7.88889e-05  0.00569282
          10      -1e-05       7e-05  0.00512355
          11    -0.00045 2.27273e-05  0.00465799
          12     0.01098 0.000935833   0.0043584
          13    0.007948  0.00147523  0.00405638
          14    0.002022  0.00151429  0.00376683
          15   -0.012456 0.000582933  0.00362902
          16   -0.013492 -0.00029675   0.0035072
          17    0.007954 0.000188588  0.00333431
          18    -0.01694   -0.000763  0.00328205
          19     0.01964 0.000310842  0.00328028
          20   -0.002906     0.00015  0.00312021
           1    -0.00771    -0.00771           0
           2    0.014356    0.003323  0.00780151
           3    0.001692  0.00277933  0.00521992
           4    0.000512   0.0022125  0.00394559
           5      -0.014    -0.00103  0.00428653
           6    0.005974 0.000137333  0.00372767
           7    0.005736 0.000937143  0.00327983
           8    0.001652   0.0010265  0.00287107
           9   -0.011074   -0.000318  0.00284953
          10    0.008068   0.0005206  0.00268514
          11    0.031768  0.00336127  0.00364616
          12   -0.007152  0.00248517  0.00344597
          13   -0.009726  0.00154585  0.00330644
          14   -0.012384 0.000550857  0.00321649
          15      0.0032 0.000727467   0.0030069
          16   -0.000676  0.00063975  0.00282025
          17   -0.003418 0.000401059  0.00266443
          18    0.005668 0.000693667  0.00253243
          19    0.001504 0.000736316   0.0023995
          20   -0.001258   0.0006366  0.00228159
           1     0.00716     0.00716           0
           2    0.011178    0.009169  0.00142058
           3    0.006726  0.00835467  0.00115715
           4    0.005552    0.007654  0.00105896
           5    0.017918   0.0097068   0.0020221
           6   -0.001176    0.007893  0.00236243
           7   -0.008206  0.00559314  0.00293838
           8    0.000546  0.00496225  0.00263794
           9    0.000958  0.00451733  0.00238206
          10    0.021628   0.0062284  0.00268907
          11    0.003302  0.00596236  0.00245773
          12     9.4e-05  0.00547333  0.00230106
          13    -0.01757  0.00370077  0.00272248
          14   -0.003844  0.00316186  0.00258081
          15    0.002748  0.00313427   0.0024089
          16   -0.004078   0.0026835  0.00230013
          17    0.000432  0.00255106  0.00216864
          18    0.004764    0.002674  0.00205164
          19    -0.00793  0.00211589  0.00201814
          20    0.007214   0.0023708  0.00193327
           1    -0.00835    -0.00835           0
           2    0.005208   -0.001571  0.00479348
           3     0.00072-0.000807333  0.00325591
           4   -0.014116  -0.0041345  0.00377698
           5   -0.004246  -0.0041568  0.00302165
           6    0.008358   -0.002071   0.0031569
           7    0.017696 0.000752857  0.00376257
           8    0.000332  0.00070025  0.00329262
           9    0.005934  0.00128178  0.00297768
          10    0.004566   0.0016102  0.00269797
          11    0.005868  0.00199727  0.00248031
          12   -0.002728   0.0016035  0.00230466
          13     0.00641  0.00197323  0.00215683
          14    -0.01227 0.000955857  0.00222985
          15    0.008162  0.00143627  0.00213231
          16     0.00639  0.00174587   0.0020214
          17    0.000666  0.00168235  0.00190349
          18    -0.00451  0.00133833  0.00182856
          19     0.01371  0.00198947  0.00184462
          20   -0.001464   0.0018168  0.00176045
           1    0.003474    0.003474           0
           2    0.002308    0.002891 0.000412243
           3    -0.00673   -0.000316  0.00263289
           4    0.000416   -0.000133  0.00198102
           5   -0.000536  -0.0002136  0.00158645
           6    0.010062    0.001499  0.00204743
           7    0.004086  0.00186857  0.00178798
           8   -0.009922  0.00039475  0.00208524
           9    0.001492 0.000516667  0.00185711
          10   -0.007768  -0.0003118  0.00184697
          11   -0.003804-0.000629273  0.00170613
          12   -0.007352  -0.0011895  0.00165337
          13   -0.000336 -0.00112385   0.0015275
          14    0.002318   -0.000878  0.00143804
          15     0.00669-0.000373467  0.00142793
          16    0.000634  -0.0003105  0.00134008
          17     0.00061-0.000256353  0.00126234
          18   -0.004914-0.000515111  0.00121844
          19    0.006804-0.000129895  0.00121368
          20   -0.008954  -0.0005711  0.00123058
           1    0.006944    0.006944           0
           2    0.003694    0.005319  0.00114905
           3   -0.008244    0.000798  0.00377003
           4    0.001758    0.001038  0.00283515
           5   -0.002976   0.0002352  0.00237907
           6    0.000582    0.000293  0.00198326
           7    0.000104    0.000266  0.00170012
           8    0.012948  0.00185125  0.00210044
           9    0.010008  0.00275756   0.0020533
          10    0.002632    0.002745  0.00184801
          11   -0.002766    0.002244   0.0017466
          12    -0.01181  0.00107283  0.00195466
          13    0.002676  0.00119615  0.00180818
          14     0.00662  0.00158357  0.00172003
          15    0.000836  0.00153373  0.00160608
          16    0.002414  0.00158875  0.00150665
          17    0.002658  0.00165165  0.00141933
          18    0.002634  0.00170622  0.00134153
          19   -0.002676  0.00147558   0.0012906
          20    0.001384    0.001471  0.00122608
           1     0.00783     0.00783           0
           2    -0.00164    0.003095  0.00334815
           3   -0.000768  0.00180733  0.00246732
           4     0.00158   0.0017505  0.00185114
           5   -0.004836   0.0004332  0.00189244
           6    0.003532 0.000949667    0.001646
           7    0.001516  0.00103057  0.00141284
           8    0.000278   0.0009365  0.00123937
           9   -0.005904 0.000176444  0.00131421
          10    0.002754   0.0004342   0.0012078
          11    0.008472  0.00116491  0.00130039
          12     0.00646  0.00160617  0.00126467
          13    0.003472  0.00174969  0.00117551
          14   -0.000824  0.00156586  0.00110582
          15    0.003006  0.00166187  0.00103626
          16    -0.00471  0.00126363  0.00104522
          17   -0.005626 0.000858353   0.0010594
          18   -0.004342 0.000569444  0.00103919
          19    0.001854 0.000637053 0.000986692
          20   -0.000642   0.0005731 0.000939428
           1   -0.002622   -0.002622           0
           2    0.001584   -0.000519  0.00148705
           3    0.000754-9.46667e-05  0.00105016
           4   -0.000564   -0.000212  0.00079415
           5    0.000956    2.16e-05 0.000668795
           6     0.00028 6.46667e-05 0.000558714
           7   -0.004398-0.000572857 0.000760077
           8    0.005412  0.00017525 0.000965412
           9   -0.003168-0.000196222 0.000926861
          10    -0.00022  -0.0001986 0.000834178
          11   -0.001838-0.000347636 0.000771542
          12    0.003122   -5.85e-05 0.000759494
          13   -0.002078-0.000213846 0.000716783
          14   -0.001126   -0.000279 0.000668539
          15    0.004412 3.37333e-05 0.000693267
          16    0.002164 0.000166875   0.0006626
          17    0.002946 0.000330353 0.000643474
          18    0.008152 0.000764889 0.000740042
          19    -0.00614 0.000401474 0.000785271
          20   -0.001884   0.0002872 0.000754276
           1    0.001242    0.001242           0
           2    0.003292    0.002267 0.000724784
           3    0.001344  0.00195933  0.00054459
           4    0.002196   0.0020185 0.000411644
           5    -0.00086   0.0014428 0.000611222
           6   -0.000692    0.001087 0.000604098
           7   -0.009506-0.000426286  0.00149365
           8     0.00137 -0.00020175  0.00132372
           9   -0.003146-0.000528889  0.00121639
          10    0.000308  -0.0004452  0.00109763
          11    0.008866 0.000401273  0.00128338
