1.1  ,  -0.725718  ,  0.000311496   ,   0.11188   ,  0.0024443   ,   0.411324   ,   0.00152751  ,   6.07259  ,   0.0393375
1.2  ,  -0.685686  ,  0.000316186   ,   0.0844235   ,  0.00179617   ,   0.378015   ,   0.000911161  ,   4.6789  ,   0.0282922
1.3  ,  -0.648826  ,  0.00030728   ,   0.0701103   ,  0.00177553   ,   0.349978   ,   0.000994001  ,   3.74491  ,   0.0159541
1.4  ,  -0.615173  ,  0.000314422   ,   0.0584096   ,  0.00137766   ,   0.321607   ,   0.000813174  ,   3.07569  ,   0.0176775
1.5  ,  -0.584377  ,  0.000287153   ,   0.0500193   ,  0.000862177   ,   0.297405   ,   0.000492979  ,   2.60341  ,   0.0119636
1.6  ,  -0.556479  ,  0.000330879   ,   0.0422388   ,  0.00119363   ,   0.273757   ,   0.000662906  ,   2.22223  ,   0.00757025
1.7  ,  -0.530074  ,  0.000320583   ,   0.0384866   ,  0.000834076   ,   0.250272   ,   0.000523823  ,   1.93754  ,   0.00898188
1.8  ,  -0.505998  ,  0.000285613   ,   0.0347316   ,  0.00103267   ,   0.23136   ,   0.000546768  ,   1.7086  ,   0.00506279
1.9  ,  -0.48362  ,  0.000303474   ,   0.0293894   ,  0.000969905   ,   0.213659   ,   0.000418778  ,   1.52495  ,   0.00530081
2  ,  -0.463383  ,  0.000237757   ,   0.02808   ,  0.000828796   ,   0.197936   ,   0.000466879  ,   1.37934  ,   0.00269253
0.5  ,  -1.00247  ,  0.000830516   ,   0.902319   ,  0.0116356   ,   0.27266   ,   0.01116  ,   89.5963  ,   0.619252
0.6  ,  -0.966104  ,  0.00119554   ,   0.705555   ,  0.0148851   ,   0.477564   ,   0.00621392  ,   57.4891  ,   0.718104
0.7  ,  -0.911874  ,  0.000811261   ,   0.446368   ,  0.0116042   ,   0.519447   ,   0.0042504  ,   31.8712  ,   0.404446
0.8  ,  -0.860949  ,  0.000599445   ,   0.287185   ,  0.00693035   ,   0.493614   ,   0.0035066  ,   18.4976  ,   0.212755
0.9  ,  -0.812999  ,  0.000503907   ,   0.19699   ,  0.0049294   ,   0.462897   ,   0.00303302  ,   11.7058  ,   0.116882
1  ,  -0.767431  ,  0.000375943   ,   0.146645   ,  0.0039055   ,   0.436308   ,   0.00195181  ,   8.15681  ,   0.0787519
