           1     83.9681     83.9681           0
           2     76.0258     79.9969     2.80802
           3     73.5206     77.8382     2.57124
           4      81.233     78.6869     2.06376
           5     76.8976      78.329     1.68175
           6     77.5836     78.2048     1.40604
           7     75.4025     77.8044     1.26088
           8      78.603     77.9043     1.10721
           9     83.1781     78.4902     1.12865
          10     84.6887     79.1101     1.17371
          11     84.0893     79.5627     1.15099
          12      74.848     79.1698     1.12013
          13     79.7868     79.2173     1.03497
          14     73.8898     78.8368     1.02863
          15     84.5666     79.2188     1.02854
          16     87.2035     79.7178     1.07855
          17     75.4246     79.4653     1.04425
          18     79.2681     79.4543    0.986295
          19      76.644     79.3064    0.945411
          20     78.8319     79.2827    0.898438
           1     50.1384     50.1384           0
           2     39.9645     45.0515     3.59705
           3     38.4744     42.8591     2.99245
           4     41.9248     42.6255     2.25344
           5     44.0938     42.9192     1.82178
           6     44.4412     43.1729     1.53571
           7     43.6072     43.2349     1.31758
           8     41.9534     43.0747     1.16258
           9      48.416     43.6682     1.17516
          10     43.0673     43.6081     1.05918
          11     43.8785     43.6327    0.963175
          12        44.3     43.6883    0.884514
          13     45.3706     43.8177    0.825887
          14     41.4335     43.6474    0.784256
          15     44.1024     43.6777    0.732559
          16     46.6891     43.8659    0.710541
          17     41.2932     43.7146    0.684672
          18     44.5938     43.7634    0.648375
          19     45.7624     43.8687    0.622727
          20     46.5897     44.0047    0.606271
           1      24.547      24.547           0
           2      23.447      23.997    0.388915
           3     21.4571     23.1504    0.738299
           4     24.7226     23.5434    0.649978
           5     23.3646     23.5077    0.520966
           6     25.5792     23.8529    0.536477
           7     24.8061     23.9891    0.476804
           8     23.6124      23.942    0.419522
           9      27.115     24.2946    0.499545
          10     25.6537     24.4305    0.467715
          11     25.0023     24.4825    0.428075
          12     23.7941     24.4251    0.396226
          13     22.5535     24.2811    0.391029
          14     23.6384     24.2352    0.365784
          15     24.0553     24.2232    0.341595
          16     23.9551     24.2065    0.320656
          17     22.2914     24.0938    0.320973
          18     30.4399     24.4464    0.457478
          19     24.6025     24.4546    0.433474
          20     25.9013     24.5269    0.417792
           1     15.3327     15.3327           0
           2     15.1802     15.2564   0.0539169
           3     15.3949     15.3026   0.0520818
           4     15.8164     15.4311    0.117892
           5     15.9769     15.5402    0.135752
           6     15.8906     15.5986    0.125057
           7     15.1124     15.5291    0.125004
           8     16.3265     15.6288     0.14372
           9     14.1516     15.4647    0.200668
          10     14.9925     15.4175    0.186075
          11     15.9756     15.4682    0.175942
          12     14.4791     15.3858    0.179552
          13     14.6947     15.3326    0.173432
          14     15.3754     15.3357    0.161071
          15     15.5937     15.3529    0.151249
          16      14.933     15.3266    0.144054
          17     15.1312     15.3151    0.136038
          18     16.4023     15.3755    0.141254
          19     15.9986     15.4083    0.137573
          20     14.3343     15.3546    0.140786
           1     10.6789     10.6789           0
           2     10.8522     10.7656   0.0612622
           3     9.75463     10.4286    0.278154
           4     10.1847     10.3676    0.215195
           5     10.2063     10.3353    0.174559
           6     10.0981     10.2958    0.149876
           7      10.775     10.3643    0.143248
           8     10.8822      10.429    0.139205
           9     10.2952     10.4141    0.124529
          10     10.3478     10.4075    0.112252
          11     10.3915      10.406    0.102057
          12     10.4804     10.4122   0.0937401
          13     10.9164      10.451   0.0942119
          14     9.41408      10.377    0.112904
          15     9.79777     10.3383    0.111785
          16     9.71241     10.2992    0.111434
          17      10.719     10.3239     0.10758
          18     10.6139       10.34    0.102803
          19     11.0014     10.3748    0.103116
          20     11.1257     10.4124    0.104573
           1      7.4968      7.4968           0
           2      7.2926      7.3947   0.0721956
           3     7.81207     7.53382    0.123369
           4     7.67944     7.57023   0.0977509
           5     7.53259      7.5627     0.07849
           6      7.4781      7.5486   0.0666629
           7     6.99641     7.46972   0.0927294
           8     7.55387     7.48023   0.0817327
           9     7.41302     7.47277   0.0729917
          10     7.55032     7.48052   0.0661033
          11     7.44896     7.47765   0.0601562
          12     7.37937     7.46946   0.0556979
          13     7.21133     7.44961   0.0548388
          14      7.5852     7.45929     0.05177
          15     7.72082     7.47673   0.0511706
          16     7.46927     7.47626   0.0479745
          17     7.27924     7.46467   0.0465314
          18      7.5783     7.47098   0.0443724
          19      7.5615     7.47575    0.042292
          20     7.40646     7.47228   0.0403191
           1     5.85999     5.85999           0
           2      5.8422     5.85109  0.00629068
           3     5.60584     5.76934    0.066881
           4     5.33612     5.66104    0.106366
           5     5.39145     5.60712   0.0978079
           6     5.56324     5.59981   0.0817796
           7     5.72625     5.61787    0.072064
           8     5.50351     5.60357   0.0644581
           9     5.77742     5.62289   0.0601208
          10     5.64943     5.62554   0.0541672
          11     5.55174     5.61883   0.0496568
          12     5.58967      5.6164   0.0455781
          13     5.54152     5.61064   0.0424346
          14     5.74211     5.62003   0.0404292
          15     5.37686     5.60382   0.0408552
          16     5.47095     5.59552   0.0391367
          17     5.61942     5.59692   0.0368598
          18     5.67385      5.6012   0.0350589
          19       5.942     5.61913   0.0375227
          20     5.30628     5.60349   0.0387703
           1     4.47389     4.47389           0
           2     4.29678     4.38533   0.0626178
           3     4.51702     4.42923   0.0550198
           4     4.22729     4.37874   0.0601194
           5     4.31431     4.36586   0.0494573
           6     4.46735     4.38277   0.0440124
           7     4.43085     4.38964   0.0382571
           8     4.55198     4.40993   0.0384825
           9     4.51537     4.42165   0.0359457
          10      4.4582      4.4253   0.0325364
          11     4.48096     4.43036   0.0299694
          12      4.4639     4.43316   0.0276019
          13     4.41024     4.43139   0.0255349
          14     4.47445     4.43447   0.0238954
          15     4.55893     4.44277   0.0236993
          16      4.5923     4.45211   0.0239901
          17     4.38445     4.44813   0.0229068
          18     4.20433     4.43459   0.0253238
          19     4.50108     4.43809   0.0242316
          20     4.33989     4.43318   0.0235122
           1     3.53814     3.53814           0
           2     3.58993     3.56403   0.0183097
           3     3.49322     3.54043    0.022812
           4     3.43246     3.51344   0.0289691
           5      3.5408     3.51891   0.0236867
           6     3.57301     3.52793   0.0213865
           7     3.50257      3.5243   0.0186356
           8     3.72595     3.54951   0.0286672
           9     3.60112     3.55524   0.0260492
          10     3.54811     3.55453    0.023454
          11     3.51815     3.55122   0.0215538
          12     3.47706     3.54504   0.0206247
          13     3.66077     3.55394    0.020871
          14     3.50281     3.55029   0.0196972
          15     3.52582     3.54866   0.0184515
          16     3.53358     3.54772   0.0173223
          17     3.51946     3.54606   0.0163829
          18     3.58267     3.54809   0.0155985
          19     3.53224     3.54726   0.0147998
          20     3.49378     3.54458   0.0142993
           1     2.91221     2.91221           0
           2     2.91724     2.91472  0.00177888
           3     3.00357     2.94434   0.0242094
           4     2.91431     2.93683   0.0192861
           5     2.84888     2.91924    0.022036
           6     2.98599     2.93037   0.0209841
           7     2.90842     2.92723   0.0182191
           8     2.93599     2.92832   0.0159745
           9     2.90328     2.92554   0.0144399
          10     2.96516      2.9295   0.0135285
          11     2.89165     2.92606   0.0127288
          12     2.98825     2.93124    0.012679
          13     2.88727     2.92786   0.0121466
          14     2.81801     2.92002   0.0135789
          15     2.94581     2.92174   0.0127821
          16     2.88793     2.91962   0.0121566
          17     3.01732     2.92537   0.0127277
          18     2.95284      2.9269   0.0121118
          19     2.88114     2.92449   0.0117112
          20     2.99597     2.92806   0.0116584
           1     2.51224     2.51224           0
           2     2.41915     2.46569   0.0329125
           3     2.57925     2.50355   0.0379034
           4     2.53494      2.5114   0.0292288
           5     2.50419     2.50996   0.0234185
           6     2.52995     2.51329   0.0197512
           7     2.56499     2.52067   0.0182583
           8     2.53785     2.52282   0.0161017
           9       2.454     2.51517   0.0160259
          10     2.58855     2.52251   0.0160154
          11     2.49374      2.5199   0.0147716
          12     2.50485     2.51864   0.0135938
          13     2.49951     2.51717   0.0126275
          14     2.55788     2.52008   0.0120556
          15     2.45137      2.5155   0.0120908
          16      2.5471     2.51747   0.0114953
          17     2.53006     2.51821   0.0108429
          18     2.62452     2.52412   0.0117393
          19     2.56319     2.52618   0.0113001
          20     2.50197     2.52497   0.0107997
           1     2.22951     2.22951           0
           2      2.1692     2.19936   0.0213202
           3     2.15193     2.18355   0.0191998
           4     2.18046     2.18278   0.0144154
           5     2.17152     2.18052   0.0117067
