14.7903,0,5.46868,0
14.9159,0.125568,5.49248,0.0238027
14.9106,0.0726905,5.4948,0.0139361
14.9965,0.100181,5.47132,0.0254615
14.9573,0.0869476,5.46382,0.0210998
14.9786,0.0741186,5.46351,0.0172307
15.0207,0.0754413,5.46775,0.0151658
15.0332,0.0665247,5.47886,0.0172023
15.0116,0.0625082,5.47159,0.0168196
15.0056,0.0562293,5.48783,0.0221362
14.9876,0.0539692,5.49041,0.0201883
14.9847,0.0493505,5.4791,0.0216232
14.9918,0.0459495,5.48054,0.0199427
14.9643,0.0506621,5.47722,0.0187599
14.9534,0.0484204,5.47463,0.0176553
14.9585,0.0455866,5.47376,0.0165383
14.964,0.0431737,5.47882,0.0163383
14.9547,0.0417641,5.47145,0.0170753
14.9448,0.0407267,5.47117,0.0161539
14.9337,0.0401946,5.47781,0.0166987
14.9347,0.0382456,5.47776,0.0158837
14.9421,0.0372118,5.47155,0.0163697
14.9352,0.0362286,5.46574,0.0166873
14.9323,0.0348064,5.46498,0.0159948
14.9407,0.0344342,5.45966,0.0162372
14.9418,0.0331017,5.46239,0.0158368
14.9462,0.0321548,5.46474,0.0154201
14.946,0.0309861,5.46515,0.0148647
14.9482,0.0299818,5.46563,0.0143509
14.9505,0.0290592,5.46925,0.0143309
14.9445,0.0287365,5.47664,0.0157068
14.9448,0.0278251,5.47579,0.0152317
14.9568,0.0295346,5.47616,0.0147675
14.9656,0.0299626,5.47617,0.0143266
14.9726,0.0299337,5.47714,0.0139452
14.9688,0.0293438,5.47759,0.0135597
14.961,0.0295934,5.47843,0.0132147
14.9593,0.0288519,5.47712,0.012929
14.9583,0.0281216,5.4763,0.0126196
14.9598,0.0274527,5.47298,0.0127398
14.9649,0.0272623,5.4743,0.0124947
14.9624,0.0267294,5.47209,0.012391
14.9569,0.026666,5.47082,0.0121664
14.9591,0.0261465,5.47198,0.0119432
14.9581,0.0255793,5.46921,0.0119975
14.9634,0.0255768,5.47348,0.0124859
14.9616,0.0250925,5.47576,0.0124276
14.9547,0.0255073,5.47605,0.0121695
14.9549,0.024982,5.47778,0.0120424
14.9464,0.0259272,5.48076,0.0121709
14.9487,0.0255264,5.48102,0.0119327
14.9529,0.0253785,5.481,0.011701
14.9583,0.0254735,5.47879,0.0116888
14.9599,0.0250466,5.47709,0.0115956
14.9525,0.0256791,5.47759,0.0113937
14.9515,0.025237,5.47801,0.0111962
14.9463,0.0253246,5.47631,0.0111282
14.9432,0.0250738,5.47486,0.0110298
14.944,0.0246592,5.4736,0.0109144
14.9453,0.0242789,5.47474,0.0107912
14.9482,0.0240476,5.47486,0.0106135
14.9457,0.0237837,5.47378,0.0104965
14.943,0.0235617,5.47259,0.0103968
14.9442,0.0232235,5.47475,0.0104585
14.9459,0.0229237,5.47196,0.010667
14.9399,0.0233477,5.47123,0.0105296
14.9409,0.0230147,5.47358,0.0106337
14.9379,0.0228604,5.47525,0.010609
14.9374,0.0225334,5.47511,0.0104551
14.9383,0.0222298,5.4728,0.0105611
14.9433,0.0224744,5.47287,0.0104116
14.9432,0.0221606,5.47329,0.0102742
14.9431,0.0218549,5.47441,0.0101951
14.9416,0.0216141,5.47448,0.0100566
14.9397,0.021409,5.4743,0.00992327
14.9361,0.0214222,5.47471,0.00980056
14.9381,0.0212357,5.47301,0.00982001
14.9411,0.021168,5.47325,0.00969608
14.938,0.0211149,5.47426,0.00962575
14.9412,0.0210864,5.4739,0.00951126
14.941,0.0208258,5.47273,0.00946639
14.9476,0.021626,5.47402,0.00943925
14.95,0.0214967,5.47462,0.00934377
14.9506,0.0212472,5.47239,0.00949742
14.95,0.0210051,5.47245,0.00938523
14.9511,0.0207905,5.47148,0.00932623
14.9516,0.0205554,5.47049,0.00927105
14.9492,0.020459,5.47111,0.00918619
14.9498,0.0202355,5.47127,0.00908382
14.9507,0.020032,5.47278,0.00910702
14.9528,0.0199195,5.47309,0.00901171
14.952,0.0197195,5.4712,0.00911076
14.9521,0.0195071,5.47131,0.00901291
14.9496,0.0194678,5.47252,0.00899841
14.9478,0.0193405,5.47256,0.00890327
14.946,0.0192228,5.4736,0.00887236
14.9421,0.019431,5.47283,0.00881483
14.9428,0.0192451,5.474,0.00880236
14.941,0.0191366,5.47256,0.00883094
14.9438,0.0191568,5.47319,0.0087651
